,Name,Latitude,Longitude,ERHRegionID,WAPRegionID,FuelRefer,FuelCityID,Oil1Price,Oil2Price,PropanePrice,BirchPrice,SprucePrice,CoalPrice,SteamPrice,HotWaterPrice,MunicipalSalesTax,BoroughSalesTax,TMYid,TMYname,ElecUtilities,GasPrice,aris_city,census_city,census_area,ancsa_region,railbelt,hub,avg_elec_usage
91,Platinum,59.0074348449707,-161.812026977539,4,6,False,,,,,,,,,,,,703606,"TOGIAC VILLAGE AWOS, AK","[('Self Generation', 131)]",,Platinum,Platinum city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
92,Quinhagak,59.7503700256348,-161.898498535156,4,6,False,,4.84999990463257,,5.48999977111816,,,,,,0.0299999993294477,,702190,"BETHEL AIRPORT, AK","[('AVEC-Quinhagak- Residential', 232), ('AVEC-Quinhagak - Commercial - Sm', 330), ('AVEC-Quinhagak - Commercial - Lg', 517)]",,Quinhagak,Quinhagak city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
93,Toksook Bay,60.5337944030762,-165.112457275391,4,6,False,,5.25,,19.2299995422363,,,,,,0.0199999995529652,,702185,"MEKORYUK, AK","[('AVEC-Toksook Bay - Residential', 245), ('AVEC-Toksook Bay - Commercial - Sm', 344), ('AVEC-Toksook Bay - Commercial - Lg', 531)]",,Toksook Bay,Toksook Bay city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
94,Tuluksak,61.0987358093262,-160.95930480957,4,6,False,,4.78000020980835,,13.210000038147,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Tuluksak Traditional Power - Commercial - Sm', 120), ('Tuluksak Traditional Power - Residential', 460), ('Tuluksak Traditional Power - Commercial - Lg', 647)]",,Tuluksak,Tuluksak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
95,Tuntutuliak,60.3422088623047,-162.670043945313,4,6,False,,4.75,,12.710000038147,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Tuntutuliak Community Services - Residential', 121), ('Tuntutuliak Community Services - Commercial - Sm', 461), ('Tuntutuliak Community Services - Commercial - Lg', 648)]",,Tuntutuliak,Tuntutuliak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
96,Tununak,60.5837249755859,-165.258331298828,4,6,False,,4.75,,10.0,,,,,,,,702185,"MEKORYUK, AK","[('AVEC-Tununak - Residential', 246), ('AVEC-Tununak - Commercial - Sm', 345), ('AVEC-Tununak - Commercial - Lg', 532)]",,Tununak,Tununak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
97,Chuathbaluk,61.5765266418457,-159.241180419922,4,6,False,,5.34999990463257,,11.8599996566772,,,,,,,,702320,"ANIAK AIRPORT, AK","[('Middle Kuskokwim Electric Coop - Residential', 79), ('Middle Kuskokwim Electric Coop - Commercial - Sm', 418), ('Middle Kuskokwim Electric Coop - Commercial - Lg', 605)]",,Chuathbaluk,Chuathbaluk city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
98,Crooked Creek,61.8689231872559,-158.129486083984,4,6,False,,6.34999990463257,,14.8299999237061,,,,,,,,703407,"SLEETMUTE, AK","[('Middle Kuskokwim Electric Coop - Residential', 79), ('Middle Kuskokwim Electric Coop - Commercial - Sm', 418), ('Middle Kuskokwim Electric Coop - Commercial - Lg', 605)]",,Crooked Creek,Crooked Creek CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
99,Lime Village,61.351375579834,-155.438583374023,4,6,False,,6.0,,13.7700004577637,,,,,,,,703407,"SLEETMUTE, AK","[('Lime Village - Residential', 273), ('Lime Village - Commercial - Sm', 411), ('Lime Village - Commercial - Lg', 598)]",,Lime Village,Lime Village CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
100,Lower Kalskag,61.5133628845215,-160.363494873047,4,6,False,,5.69999980926514,,,,,,,,,,702320,"ANIAK AIRPORT, AK","[('AVEC-Lwr/Upr Kalskag - Residential', 219), ('AVEC-Lwr/Upr Kalskag - Commercial - Sm', 317), ('AVEC-Lwr/Upr Kalskag - Commercial - Lg', 504)]",,Lower Kalskag,Lower Kalskag city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
101,Sleetmute,61.6940803527832,-157.167770385742,4,6,False,,6.0,,13.7700004577637,,,,,,,,703407,"SLEETMUTE, AK","[('Middle Kuskokwim Electric Coop - Residential', 79), ('Middle Kuskokwim Electric Coop - Commercial - Sm', 418), ('Middle Kuskokwim Electric Coop - Commercial - Lg', 605)]",,Sleetmute,Sleetmute CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
102,Stony River,61.7887802124023,-156.589202880859,4,6,False,,4.59999990463257,,,,,,,,,,703407,"SLEETMUTE, AK","[('Middle Kuskokwim Electric Coop - Residential', 79), ('Middle Kuskokwim Electric Coop - Commercial - Sm', 418), ('Middle Kuskokwim Electric Coop - Commercial - Lg', 605)]",,Stony River,Stony River CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
103,Upper Kalskag,61.5422439575195,-160.320129394531,4,6,False,,5.69999980926514,,10.9700002670288,,,,,,,,702320,"ANIAK AIRPORT, AK","[('AVEC-Lwr/Upr Kalskag - Residential', 219), ('AVEC-Lwr/Upr Kalskag - Commercial - Sm', 317), ('AVEC-Lwr/Upr Kalskag - Commercial - Lg', 504)]",,Upper Kalskag,Upper Kalskag city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
104,Clark's Point,58.8342247009277,-158.550018310547,3,3,False,,3.4300000667572,,,,,,,,0.0500000007450581,,703210,"DILLINGHAM (AMOS), AK","[('Self Generation', 131)]",,Clark's Point,Clark's Point city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
105,Dillingham,59.0461540222168,-158.527679443359,3,3,False,,2.95000004768372,,5.13000011444092,,,,,,0.0599999986588955,,703210,"DILLINGHAM (AMOS), AK","[('Nushagak Electric Cooperative - Residential', 90), ('Nushagak Electric Cooperative - Commercial - Sm', 430), ('Nushagak Electric Cooperative - Commercial - Lg', 617)]",,Dillingham,Dillingham city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,True,"[601.35091034, 533.194737293, 523.226655276, 500.401210365, 460.077315208, 451.135442497, 447.382215421, 464.475742951, 466.74105621800004, 470.0936272, 510.3988587, 557.934868196]"
106,Ekwok,59.3577842712402,-157.470901489258,3,3,False,,5.5,,,,,,,,,,703210,"DILLINGHAM (AMOS), AK","[('AVEC  Ekwok Commercial - Sm', 372), ('AVEC - Ekwok - Residential', 42), ('AVEC - Ekwok - Commercial - Lg', 559)]",,Ekwok,Ekwok city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
107,Koliganek,59.7271194458008,-157.287734985352,3,3,False,,5.0,,7.42000007629395,,,,,,,,703210,"DILLINGHAM (AMOS), AK","[('Koliganek Village Council - Residential', 67), ('Koliganek Village Council - Commercial - Sm', 403), ('Koliganek Village Council - Commercial - Lg', 590)]",,Koliganek,Koliganek CDP,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
108,Manokotak,58.9682197570801,-159.021453857422,3,3,False,,4.5,,,,,,,,,,703210,"DILLINGHAM (AMOS), AK","[('Manakotak Power Company - Residential', 76), ('Manakotak Power Company - Commercial - Sm', 412), ('Manakotak Power Company - Commercial - Lg', 599)]",,Manokotak,Manokotak city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
109,New Stuyahok,59.4511642456055,-157.319061279297,3,3,False,,6.0,,11.0200004577637,,,,,,,,703210,"DILLINGHAM (AMOS), AK","[('AVEC-New Stuyahok- Residential', 224), ('AVEC-New Stuyahok - Commercial - Sm', 322), ('AVEC-New Stuyahok - Commercial - Lg', 509)]",,New Stuyahok,New Stuyahok city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
110,Togiak,59.0600280761719,-160.391326904297,3,3,False,,5.15000009536743,,,,,,,,0.0199999995529652,,703606,"TOGIAC VILLAGE AWOS, AK","[('AVEC-Togiak - Residential', 244), ('AVEC-Togiak - Commercial - Sm', 343), ('AVEC-Togiak - Commercial - Lg', 530)]",,Togiak,Togiak city,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
111,Twin Hills,59.0730438232422,-160.283065795898,3,3,False,,5.5,,10.5900001525879,,,,,,,,703606,"TOGIAC VILLAGE AWOS, AK","[('Twin Hills Village Council - Residential', 279), ('Twin Hills Village Council - Commercial - Sm', 462), ('Twin Hills Village Council - Commercial - Lg', 649)]",,Twin Hills,Twin Hills CDP,Dillingham Census Area,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[417.66081186599996, 372.195953832, 382.290314204, 346.57361724199995, 343.102274204, 321.977962147, 327.757485418, 349.23167079, 352.771520205, 364.946364567, 394.447167894, 402.844862665]"
112,King Salmon,58.6983757019043,-156.688690185547,3,3,False,,2.78999996185303,,11.6499996185303,,,,,,,,703260,"KING SALMON ARPT, AK","[('Naknek - Residential', 80), ('Naknek - Commercial - Sm', 419), ('Naknek - Commercial - Lg', 606)]",,King Salmon,King Salmon CDP,Bristol Bay Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,True,"[505.99075519300004, 400.03004908400004, 429.44684166400003, 400.597527636, 401.557941417, 399.607610945, 470.47455514, 397.86874856, 384.68190276800004, 394.133403607, 428.23224365, 429.59780686199997]"
113,Naknek,58.7423210144043,-156.953918457031,3,3,False,125.0,2.78999996185303,,11.6499996185303,,,,,,,,703260,"KING SALMON ARPT, AK","[('Naknek - Residential', 80), ('Naknek - Commercial - Sm', 419), ('Naknek - Commercial - Lg', 606)]",,Naknek,Naknek CDP,Bristol Bay Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
114,South Naknek,58.7124366760254,-157.007202148438,3,3,False,125.0,2.78999996185303,,11.6499996185303,,,,,,,,703260,"KING SALMON ARPT, AK","[('Naknek - Residential', 80), ('Naknek - Commercial - Sm', 419), ('Naknek - Commercial - Lg', 606)]",,South Naknek,South Naknek CDP,Bristol Bay Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
115,Chignik Lake,56.2511444091797,-158.748687744141,2,2,False,,3.91000008583069,,,,,,,,,,703330,"PORT HEIDEN, AK","[('Chignik Lake Electric Utility - Residential', 30), ('Chignik Lake Electric Utility - Commercial - Sm', 357), ('Chignik Lake Electric Utility - Commercial - Lg', 544)]",,Chignik Lake,Chignik Lake CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
116,Egegik,58.2129898071289,-157.359848022461,3,3,False,,3.40000009536743,,,,,,,,,,703260,"KING SALMON ARPT, AK","[('Egegik Light & Power - Residential', 41), ('Egegik Light & Power - Commercial - Sm', 371), ('Egegik Light & Power - Commercial - Lg', 558)]",,Egegik,Egegik city,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
117,Igiugig,59.3263664245605,-155.897399902344,3,3,False,,6.75,,10.1700000762939,,,,,,,,703400,"ILIAMNA ARPT, AK","[('Igiugig Village Council - Residential', 57), ('Igiugig Village Council - Commercial - Sm', 391), ('Igiugig Village Council - Commercial - Lg', 578)]",,Igiugig,Igiugig CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
118,Iliamna,59.7577934265137,-154.848098754883,3,3,False,,3.55999994277954,,6.0,,,,,,,,703400,"ILIAMNA ARPT, AK","[('I-N-N Electric Cooperative, Inc - Residential', 56), ('I-N-N Electric Cooperative, Inc - Commercial - Sm', 392), ('I-N-N Electric Cooperative, Inc - Commercial - Lg', 579)]",,Iliamna,Iliamna CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
119,Kokhanok,59.4390258789063,-154.768081665039,3,3,False,131.0,5.59999990463257,,10.3000001907349,,,,,,,,703400,"ILIAMNA ARPT, AK","[('Kokhanok Village Council - Residential', 66), ('Kokhanok Village Council - Commercial - Sm', 402), ('Kokhanok Village Council - Commercial - Lg', 589)]",,Kokhanok,Kokhanok CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
120,Levelock,59.1110000610352,-156.861877441406,3,3,False,,4.75,,9.52999973297119,,,,,,,,703260,"KING SALMON ARPT, AK","[('Levelock Electric Cooperativ - Residential', 74), ('Levelock Electric Cooperativ - Commercial - Sm', 410), ('Levelock Electric Cooperativ - Commercial - Lg', 597)]",,Levelock,Levelock CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
121,Newhalen,59.7274513244629,-154.890808105469,3,3,False,131.0,5.09999990463257,,6.25,,,,,,0.0199999995529652,0.0299999993294477,703400,"ILIAMNA ARPT, AK","[('I-N-N Electric Cooperative, Inc - Residential', 56), ('I-N-N Electric Cooperative, Inc - Commercial - Sm', 392), ('I-N-N Electric Cooperative, Inc - Commercial - Lg', 579)]",,Newhalen,Newhalen city,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
122,Nondalton,59.96484375,-154.855163574219,3,3,False,,5.30999994277954,,8.47000026702881,,,,,,0.0299999993294477,,703400,"ILIAMNA ARPT, AK","[('I-N-N Electric Cooperative, Inc - Residential', 56), ('I-N-N Electric Cooperative, Inc - Commercial - Sm', 392), ('I-N-N Electric Cooperative, Inc - Commercial - Lg', 579)]",,Nondalton,Nondalton city,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
123,Pedro Bay,59.7831764221191,-154.115829467773,3,3,False,,4.21000003814697,,6.67000007629395,,,,,,,,703400,"ILIAMNA ARPT, AK","[('Pedro Bay Village Council - Residential', 93), ('Pedro Bay Village Council - Commercial - Sm', 433), ('Pedro Bay Village Council - Commercial - Lg', 620)]",,Pedro Bay,Pedro Bay CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
124,Perryville,55.9137992858887,-159.157592773438,3,3,False,,3.39000010490417,,14.4899997711182,,,,,,,,703165,"SAND POINT, AK","[('Perryville Electric Utility - Residential', 94), ('Perryville Electric Utility - Commercial - Sm', 435), ('Perryville Electric Utility - Commercial - Lg', 622)]",,Perryville,Perryville CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
125,Pilot Point,57.5584526062012,-157.571426391602,3,3,False,,4.0,,4.23999977111816,,,,,,0.0,,703330,"PORT HEIDEN, AK","[('Pilot Point  - Residential', 96), ('Pilot Point - Commercial - Sm', 437), ('Pilot Point  - Commercial - Lg', 624)]",,Pilot Point,Pilot Point city,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
126,Port Alsworth,60.2024116516113,-154.320159912109,3,3,False,,,,,,,,,,,,703400,"ILIAMNA ARPT, AK","[('Self Generation', 131)]",,Port Alsworth,Port Alsworth CDP,Lake and Peninsula Borough,Cook Inlet Regional (CIRI),Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
127,Port Heiden,56.9315338134766,-158.62158203125,3,3,False,,4.5,,10.5900001525879,,,,,,,,703330,"PORT HEIDEN, AK","[('Port Heiden, City of - Residential', 97), ('Port Heiden, City of - Commercial - Sm', 439), ('Port Heiden, City of - Commercial - Lg', 626)]",,Port Heiden,Port Heiden city,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
128,Ugashik,57.5045585632324,-157.395370483398,3,3,False,,5.0,,,,,,,,,,703330,"PORT HEIDEN, AK","[('Self Generation', 131)]",,Ugashik,Ugashik CDP,Lake and Peninsula Borough,Bristol Bay Native Corporation,Affordable Energy Strategy Area,False,"[674.3176110825001, 616.54369648225, 568.8020181537499, 559.5290597065, 502.68865773625, 474.855271649, 467.94495386925, 483.58090842574995, 498.77690241749997, 532.8355384270001, 575.696935941, 610.274161992]"
129,False Pass,54.8529586791992,-163.418518066406,2,3,False,,4.69999980926514,,11.6796112060547,,,,,,,,703160,"COLD BAY ARPT, AK","[('False Pass Electric - Residential', 45), ('False Pass Electric - Commercial - Sm', 377), ('False Pass Electric - Commercial - Lg', 564)]",,False Pass,False Pass city,Aleutians East Borough,Aleut,Affordable Energy Strategy Area,False,"[500.99156233, 439.98431584599996, 456.510655517, 421.946346724, 426.966352624, 380.76338928900003, 392.608543794, 400.059089699, 410.11991491599997, 434.168674699, 445.715396996, 472.65755627]"
130,King Cove,55.0541229248047,-162.30615234375,2,3,False,,2.92000007629395,,,,,,,,0.0599999986588955,,703160,"COLD BAY ARPT, AK","[('King Cove, City of - Residential', 62), ('King Cove, City of - Commercial - Sm', 397), ('King Cove, City of - Commercial - Lg', 584)]",,King Cove,King Cove city,Aleutians East Borough,Aleut,Affordable Energy Strategy Area,False,"[500.99156233, 439.98431584599996, 456.510655517, 421.946346724, 426.966352624, 380.76338928900003, 392.608543794, 400.059089699, 410.11991491599997, 434.168674699, 445.715396996, 472.65755627]"
131,Nelson Lagoon,56.0006942749023,-161.204238891602,2,3,False,,4.51000022888184,,10.5900001525879,,,,,,,,703165,"SAND POINT, AK","[('Nelson Lagoon Electric Coop - Residential', 84), ('Nelson Lagoon Electric Coop - Commercial - Sm', 424), ('Nelson Lagoon Electric Coop - Commercial - Lg', 611)]",,Nelson Lagoon,Nelson Lagoon CDP,Aleutians East Borough,Aleut,Affordable Energy Strategy Area,False,"[500.99156233, 439.98431584599996, 456.510655517, 421.946346724, 426.966352624, 380.76338928900003, 392.608543794, 400.059089699, 410.11991491599997, 434.168674699, 445.715396996, 472.65755627]"
132,Sand Point,55.3423652648926,-160.491058349609,2,3,False,,3.94000005722046,,7.8899998664856,,,,,,0.0399999991059303,,703165,"SAND POINT, AK","[('Sand Point TDX - Residential', 102), ('Sand Point TDX - Commercial - Sm', 442), ('Sand Point TDX - Commercial - Lg', 629)]",,Sand Point,Sand Point city,Aleutians East Borough,Aleut,Affordable Energy Strategy Area,True,"[483.801762115, 479.004111601, 429.684628975, 451.86106246400004, 394.84186314, 409.583381254, 398.60108976199996, 397.997461213, 407.677428491, 404.244337486, 452.28197004599997, 491.50647821]"
133,Nikolski,52.9407043457031,-168.863616943359,2,3,False,,,,,,,,,,,,704890,"DUTCH HARBOR, AK","[('Umnak Power Co., The Native Vill - Residential', 122), ('Umnak Power Co., The Native Vill - Commercial - Sm', 463), ('Umnak Power Co., The Native Vill - Commercial - Lg', 650)]",,Nikolski,Nikolski CDP,Aleutians West Census Area,Aleut,Affordable Energy Strategy Area,False,"[471.936998147, 423.45531781, 460.81549341, 424.29430280099996, 414.198261989, 408.02137305699995, 428.550250417, 419.71331168800003, 409.07778510199995, 425.893819855, 443.339960239, 463.328994468]"
134,Saint George,56.6018753051758,-169.603118896484,2,3,False,,7.15000009536743,7.15000009536743,13.0900001525879,,,,,,0.0299999993294477,,703080,"ST PAUL ISLAND ARPT, AK","[('St. George Electric Utility - Residential', 135), ('St. George Electric Utility - Commercial - Sm', 448), ('St. George Electric Utility - Commercial - Lg', 635)]",,Saint George,St. George city,Aleutians West Census Area,Aleut,Affordable Energy Strategy Area,False,"[471.936998147, 423.45531781, 460.81549341, 424.29430280099996, 414.198261989, 408.02137305699995, 428.550250417, 419.71331168800003, 409.07778510199995, 425.893819855, 443.339960239, 463.328994468]"
135,Saint Paul,57.1298561096191,-170.275726318359,2,3,False,,3.5,,,,,,,,0.0299999993294477,,703080,"ST PAUL ISLAND ARPT, AK","[('St. Paul, City of - Residential', 107), ('St. Paul, City of - Commercial - Sm', 449), ('St. Paul, City of - Commercial - Lg', 636)]",,Saint Paul,St. Paul city,Aleutians West Census Area,Aleut,Affordable Energy Strategy Area,False,"[471.936998147, 423.45531781, 460.81549341, 424.29430280099996, 414.198261989, 408.02137305699995, 428.550250417, 419.71331168800003, 409.07778510199995, 425.893819855, 443.339960239, 463.328994468]"
136,Unalaska,53.8731307983398,-166.525314331055,2,3,False,,3.19000005722046,3.08999991416931,,,,,,,0.0299999993294477,,704890,"DUTCH HARBOR, AK","[('Unalaska, City of - Residential', 123), ('Unalaska, City of - Commercial - Sm', 465), ('Unalaska, City of - Commercial - Lg', 652)]",,Unalaska,Unalaska city,Aleutians West Census Area,Aleut,Affordable Energy Strategy Area,True,"[663.296679369, 611.842083731, 589.155191257, 593.1835200869999, 513.6692633590001, 475.19148936199997, 481.95120284300003, 483.521810251, 487.777909896, 557.754716981, 553.457432789, 571.3683309180001]"
137,Anvik,62.6514739990234,-160.194931030273,4,4,False,,5.34999990463257,,9.52999973297119,,,,,,,,702075,"ANVIK, AK","[('AVEC-Anvik - Residential', 203), ('AVEC-Anvik - Commercial - Sm', 300), ('AVEC-Anvik - Commercial - Lg', 487)]",,Anvik,Anvik city,Yukon-Koyukuk Census Area,Doyon,Affordable Energy Strategy Area,False,"[338.509000744, 291.889556239, 276.804469551, 259.698748275, 241.22759162, 241.87788097700002, 237.01448643400002, 240.39129591, 250.339561607, 260.703968331, 289.122744033, 324.815682083]"
