,Name,Latitude,Longitude,ERHRegionID,WAPRegionID,FuelRefer,FuelCityID,Oil1Price,Oil2Price,PropanePrice,BirchPrice,SprucePrice,CoalPrice,SteamPrice,HotWaterPrice,MunicipalSalesTax,BoroughSalesTax,TMYid,TMYname,ElecUtilities,GasPrice,aris_city,census_city,census_area,ancsa_region,railbelt,hub,avg_elec_usage
44,Shungnak,66.8857345581055,-157.148742675781,5,5,False,,8.25,,,,,,,,0.0199999995529652,,701718,"AMBLER, AK","[('AVEC-Shungnak - Residential', 242), ('AVEC-Shungnak - Commercial - Sm', 338), ('AVEC-Shungnak - Commercial - Lg', 525)]",,Shungnak,Shungnak city,Northwest Arctic Borough,Nana Regional Corporation,Affordable Energy Strategy Area,False,"[572.834303061, 500.516865246, 484.113043478, 441.903799582, 407.954886591, 355.64101501, 362.29760132300004, 375.730022831, 403.60316023400003, 448.65293781199995, 506.75236850699997, 542.8334420880001]"
45,Brevig Mission,65.3342437744141,-166.487213134766,5,5,False,,4.0,,11.5699996948242,,,,,,0.0299999993294477,,702000,"NOME MUNICIPAL ARPT, AK","[('AVEC-Brevig Mission - Residential', 204), ('AVEC-Brevig Mission - Commercial - Sm', 301), ('AVEC-Brevig Mission - Commercial - Lg', 488)]",,Brevig Mission,Brevig Mission city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
46,Diomede,65.7534942626953,-168.924911499023,5,5,False,,5.0,,,,,,,,0.0399999991059303,,701195,"SHISHMAREF (AWOS), AK","[('Diomede Joint Utilities - Residential', 38), ('Diomede  Joint Utilities - Commercial - Sm', 368), ('Diomede Joint Utilities - Commercial - Lg', 555)]",,Diomede,Diomede city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
47,Elim,64.6170959472656,-162.254791259766,5,5,False,,3.73000001907349,,12.8400001525879,,,,,,0.0299999993294477,,702070,"UNALAKLEET FIELD, AK","[('AVEC-Elim - Residential', 207), ('AVEC-Elim - Commercial - Sm', 304), ('AVEC-Elim - Commercial - Lg', 491)]",,Elim,Elim city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
48,Gambell,63.770923614502,-171.71240234375,5,5,False,,4.25,,16.2299995422363,,,,,,0.0299999993294477,,702040,"GAMBELL, AK","[('AVEC-Gambell - Residential', 209), ('AVEC-Gambell - Commercial - Sm', 306), ('AVEC-Gambell - Commercial - Lg', 493)]",,Gambell,Gambell city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
49,Golovin,64.5462265014648,-163.030715942383,5,5,False,,3.70000004768372,,16.7000007629395,,,,,,,,702000,"NOME MUNICIPAL ARPT, AK","[('Golovin, City of - Residential', 49), ('Golovin, City of - Commercial - Sm', 381), ('Golovin, City of - Commercial - Lg', 568)]",,Golovin,Golovin city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
50,Koyuk,64.9316940307617,-161.156509399414,5,5,False,,4.71000003814697,,11.4200000762939,,,,,,0.0199999995529652,,702070,"UNALAKLEET FIELD, AK","[('AVEC-Koyuk - Residential', 218), ('AVEC-Koyuk - Commercial - Sm', 316), ('AVEC-Koyuk - Commercial - Lg', 503)]",,Koyuk,Koyuk city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
51,Nome,64.5023651123047,-165.397552490234,5,5,False,,4.65999984741211,,6.09999990463257,,,,,,0.0500000007450581,,702000,"NOME MUNICIPAL ARPT, AK","[('Nome Joint Utilities Systems - Residential', 87), ('Nome Joint Utilities Systems - Commercial - Sm', 426), ('Nome Joint Utilities Systems - Commercial - Lg', 613)]",,Nome,Nome city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,True,"[599.853032541, 570.5949212180001, 499.978059458, 500.39084110199997, 432.14099628599996, 416.587259725, 392.38218726199995, 410.11563038800006, 418.061902111, 443.388710002, 501.295488873, 526.279752004]"
52,Saint Michael,63.4807167053223,-162.047470092773,5,5,False,,5.88000011444092,,10.1300001144409,,,,,,0.0399999991059303,,702070,"UNALAKLEET FIELD, AK","[('AVEC-St.Michael- Residential', 235), ('AVEC-St.Michael - Commercial - Sm', 340), ('AVEC-St.Michael - Commercial - Lg', 527)]",,Saint Michael,St. Michael city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
53,Savoonga,63.6943283081055,-170.485855102539,5,5,False,,4.25,,19.2800006866455,,,,,,0.0299999993294477,,702035,"SAVOONGA, AK","[('AVEC-Savoonga - Residential', 236), ('AVEC-Savoonga - Commercial - Sm', 332), ('AVEC-Savoonga - Commercial - Lg', 519)]",,Savoonga,Savoonga city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
54,Shaktoolik,64.3365707397461,-161.163391113281,5,5,False,,4.07999992370605,,16.9500007629395,,,,,,0.0399999991059303,,702070,"UNALAKLEET FIELD, AK","[('AVEC-Shaktoolik - Residential', 240), ('AVEC-Shaktoolik - Commercial - Sm', 336), ('AVEC-Shaktoolik - Commercial - Lg', 523)]",,Shaktoolik,Shaktoolik city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
55,Shishmaref,66.2567520141602,-166.066162109375,5,5,False,,3.79999995231628,,12.0799999237061,,,,,,0.0199999995529652,,701195,"SHISHMAREF (AWOS), AK","[('AVEC-Shishmaref - Residential', 241), ('AVEC-Shishmaref - Commercial - Sm', 337), ('AVEC-Shishmaref - Commercial - Lg', 524)]",,Shishmaref,Shishmaref city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
56,Stebbins,63.5218353271484,-162.276565551758,5,5,False,,4.51999998092651,,11.5699996948242,,,,,,0.0299999993294477,,702070,"UNALAKLEET FIELD, AK","[('AVEC-Stebbins- Residential', 243), ('AVEC-Stebbins - Commercial - Sm', 341), ('AVEC-Stebbins - Commercial - Lg', 528)]",,Stebbins,Stebbins city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
57,Teller,65.2541046142578,-166.336273193359,5,5,False,,5.30000019073486,,11.4399995803833,,,,,,0.0299999993294477,,702000,"NOME MUNICIPAL ARPT, AK","[('AVEC-Teller - Residential', 281), ('AVEC-Teller - Commercial - Sm', 342)]",,Teller,Teller city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
58,Unalakleet,63.8789482116699,-160.791076660156,5,5,False,,3.94000005722046,,12.0299997329712,,,,,,0.0500000007450581,,702070,"UNALAKLEET FIELD, AK","[('Unalakleet Valley Electric Assoc - Residential', 133), ('Unalakleet Valley Electric Assoc - Commercial - Sm', 464), ('Unalakleet Valley Electric Assoc - Commercial - Lg', 651)]",,Unalakleet,Unalakleet city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
59,Wales,65.6099853515625,-168.09001159668,5,5,False,,6.25,,,,,,,,0.0299999993294477,,701195,"SHISHMAREF (AWOS), AK","[('AVEC-Wales - Residential', 247), ('AVEC-Wales - Commercial - Sm', 346), ('AVEC-Wales - Commercial - Lg', 533)]",,Wales,Wales city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
60,White Mountain,64.6804733276367,-163.401702880859,5,5,False,,3.5,,15.8900003433228,,,,,,0.00999999977648258,,702000,"NOME MUNICIPAL ARPT, AK","[('White Mountain, City of - Residential', 127), ('White Mountain, City of - Commercial - Sm', 469), ('White Mountain, City of - Commercial - Lg', 656)]",,White Mountain,White Mountain city,Nome Census Area,Bering Straits Native Corporation,Affordable Energy Strategy Area,False,"[487.166165605, 430.950368675, 420.83892889699996, 386.910017236, 361.92486810099996, 326.952445996, 336.610476967, 350.348394588, 362.810149524, 395.69321608, 423.35075750000004, 464.446866075]"
61,Chevak,61.528133392334,-165.585968017578,4,6,False,,5.55000019073486,,16.0,,,,,,,,702186,"HOOPER BAY, AK","[('AVEC-Chevak- Residential', 205), ('AVEC-Chevak - Commercial - Sm', 302), ('AVEC-Chevak - Commercial - Lg', 489)]",,Chevak,Chevak city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
62,Emmonak,62.7795753479004,-164.545227050781,4,6,False,,5.32999992370605,,12.3999996185303,,,,,,0.0299999993294477,,702084,"EMMONAK, AK","[('AVEC-Emmonak - Residential', 208), ('AVEC-Emmonak - Commercial - Sm', 305), ('AVEC-Emmonak - Commercial - Lg', 492)]",,Emmonak,Emmonak city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
63,Hooper Bay,61.527214050293,-166.104797363281,4,6,False,,4.90000009536743,,13.3461542129517,,,,,,0.0399999991059303,,702186,"HOOPER BAY, AK","[('AVEC-Hooper Bay- Residential', 213), ('AVEC-Hooper Bay - Commercial - Sm', 310), ('AVEC-Hooper Bay - Commercial - Lg', 497)]",,Hooper Bay,Hooper Bay city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,True,"[408.964952506, 368.09878966300005, 353.38453979699995, 325.843047867, 298.217419565, 275.63784665599997, 263.538988581, 276.262645914, 294.169305331, 327.811935484, 350.749679487, 369.921711569]"
64,Kotlik,63.0332527160645,-163.550277709961,4,6,False,,4.40000009536743,,12.3000001907349,,,,,,0.0299999993294477,,702084,"EMMONAK, AK","[('AVEC-Kotlik - Residential', 68), ('AVEC-Kotlik - Commercial - Sm', 404), ('AVEC-Kotlik - Commercial - Lg', 591)]",,Kotlik,Kotlik city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
65,Marshall,61.8778305053711,-162.085510253906,4,6,False,,5.05000019073486,,7.46000003814697,,,,,,0.0399999991059303,,702005,"SAINT MARY`S (AWOS), AK","[('AVEC-Marshall - Residential', 220), ('AVEC-Marshal l - Commercial - Sm', 318), ('AVEC-Marshall - Commercial - Lg', 505)]",,Marshall,Marshall city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
66,Mountain Village,62.0908966064453,-163.72233581543,4,6,False,,6.90999984741211,,11.3400001525879,,,,,,0.0299999993294477,,702005,"SAINT MARY`S (AWOS), AK","[('AVEC-Mt.Village- Residential', 223), ('AVEC-Mt.Village - Commercial - Sm', 321), ('AVEC-Mt.Village - Commercial - Lg', 508)]",,Mountain Village,Mountain Village city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
67,Pilot Station,61.9386711120605,-162.882705688477,4,6,False,,6.03000020980835,,,,,,,,0.0399999991059303,,702005,"SAINT MARY`S (AWOS), AK","[('AVEC-Pilot Station- Residential', 231), ('AVEC-Pilot Station - Commercial - Sm', 329), ('AVEC-Pilot Station - Commercial - Lg', 516)]",,Pilot Station,Pilot Station city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
68,Pitkas Point,62.0377807617188,-163.278366088867,4,6,False,,5.46000003814697,,9.48999977111816,,,,,,,,702005,"SAINT MARY`S (AWOS), AK","[(""AVEC-St.Mary's/Adref/Pitkas - Residential"", 234), (""AVEC-St.Mary's/Adref/Pitkas - Commercial - Sm"", 339), (""AVEC-St.Mary's/Adref/Pitkas - Commercial - Lg"", 526)]",,Pitkas Point,Pitkas Point CDP,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
69,Russian Mission,61.7852745056152,-161.331680297852,4,6,False,,4.61999988555908,,8.61999988555908,,,,,,0.0399999991059303,,702320,"ANIAK AIRPORT, AK","[('AVEC-Russian Mission - Residential', 233), ('AVEC-Russian Mission - Commercial - Sm', 331), ('AVEC-Russian Mission - Commercial - Lg', 518)]",,Russian Mission,Russian Mission city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
70,Saint Mary's,62.0523948669434,-163.179351806641,4,6,False,,5.46000003814697,,9.48999977111816,,,,,,0.0299999993294477,,702005,"SAINT MARY`S (AWOS), AK","[(""AVEC-St.Mary's/Adref/Pitkas - Residential"", 234), (""AVEC-St.Mary's/Adref/Pitkas - Commercial - Sm"", 339), (""AVEC-St.Mary's/Adref/Pitkas - Commercial - Lg"", 526)]",,Saint Mary's,St. Mary's city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
71,Scammon Bay,61.8418388366699,-165.580261230469,4,6,False,,5.13000011444092,,11.1000003814697,,,,,,0.0399999991059303,0.025000000372529,702186,"HOOPER BAY, AK","[('AVEC-Scammon Bay - Residential', 237), ('AVEC-Scammon Bay - Commercial - Sm', 333), ('AVEC-Scammon Bay - Commercial - Lg', 520)]",,Scammon Bay,Scammon Bay city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
72,Nunum Iqua,62.5311241149902,-164.849349975586,4,6,False,,4.5,,11.6153841018677,,,,,,0.0399999991059303,,702084,"EMMONAK, AK","[('Nunum Iqua Electric - Residential', 105), ('Nunum Iqua Electric - Commercial - Sm', 429), ('Nunum Iqua Electric - Commercial - Lg', 616)]",,Nunum Iqua,Nunam Iqua city,Wade Hampton Census Area,Calista,Affordable Energy Strategy Area,False,"[497.800516129, 435.633804269, 435.685752467, 388.430814222, 358.54212248199997, 327.312829706, 338.408982827, 351.994011352, 360.988127389, 389.17351667199995, 430.22486252, 471.750138812]"
73,Akiachak,60.9100151062012,-161.424179077148,4,6,False,,5.07999992370605,,,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Akiachak Residential', 7), ('Akiachak Commercial - Sm', 286), ('Akiachak Commercial - Lg', 473)]",,Akiachak,Akiachak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
74,Akiak,60.9119720458984,-161.222457885742,4,6,False,,4.78000020980835,,7.65999984741211,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Akiak, City of - Residential', 8), ('Akiak, City of - Commercial - Sm', 287), ('Akiak, City of - Commercial - Lg', 474)]",,Akiak,Akiak city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
75,Atmautluak,60.859504699707,-162.275985717773,4,6,False,,4.8600001335144,,7.19999980926514,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Atmautluak Joint Utilities - Residential', 19), ('Atmautluak Joint Utilities - Commercial - Sm', 297), ('Atmautluak Joint Utilities - Commercial - Lg', 484)]",,Atmautluak,Atmautluak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
76,Chefornak,60.153736114502,-164.258682250977,4,6,False,,5.30000019073486,,7.5,,,,,,0.0199999995529652,,702185,"MEKORYUK, AK","[('Naterkaq Light Plant - Residential', 83), ('Naterkaq Light Plant - Commercial - Sm', 422), ('Naterkaq Light Plant - Commercial - Lg', 609)]",,Chefornak,Chefornak city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
77,Eek,60.2154922485352,-162.021438598633,4,6,False,,4.0,,,,,,,,0.0199999995529652,,702190,"BETHEL AIRPORT, AK","[('AVEC-Eek - Residential', 206), ('AVEC-Eek - Commercial - Sm', 303), ('AVEC-Eek - Commercial - Lg', 490)]",,Eek,Eek city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
78,Goodnews Bay,59.119327545166,-161.583145141602,4,6,False,,4.0,,10.1499996185303,,,,,,0.0299999993294477,,703606,"TOGIAC VILLAGE AWOS, AK","[('AVEC-Goodnews Bay - Residential', 210), ('AVEC-Goodnews Bay - Commercial - Sm', 307), ('AVEC-Goodnews Bay - Commercial - Lg', 494)]",,Goodnews Bay,Goodnews Bay city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
79,Kasigluk,60.878044128418,-162.519744873047,4,6,False,,5.13000011444092,,12.2299995422363,,,,,,0.0399999991059303,,702190,"BETHEL AIRPORT, AK","[('AVEC-Nunapitchuk/Kasig - Residential', 229), ('AVEC-Nunapitchuk/Kasig - Commercial - Sm', 327), ('AVEC-Nunapitchuk/Kasig - Commercial - Lg', 514)]",,Kasigluk,Kasigluk CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
80,Kipnuk,59.9356307983398,-164.036499023438,4,6,False,,4.59000015258789,,,,,,,,0.0,,702185,"MEKORYUK, AK","[('Kipnuk Light Plant - Residential', 63), ('Kipnuk Light Plant - Commercial - Sm', 398), ('Kipnuk Light Plant - Commercial - Lg', 585)]",,Kipnuk,Kipnuk CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
81,Kongiganak,59.9583053588867,-162.888580322266,4,6,False,,4.57999992370605,,,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Puvurnaq Power Company - Residential', 99), ('Puvurnaq Power Company - Commercial - Sm', 440), ('Puvurnaq Power Company - Commercial - Lg', 627)]",,Kongiganak,Kongiganak CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
82,Kwethluk,60.8084754943848,-161.430252075195,4,6,False,,4.82999992370605,,11.6000003814697,,,,,,0.0500000007450581,,702190,"BETHEL AIRPORT, AK","[('Kuiggluum Kallugvia - Residential', 71), ('Kuiggluum Kallugvia - Commercial - Sm', 407), ('Kuiggluum Kallugvia - Commercial - Lg', 594)]",,Kwethluk,Kwethluk city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
83,Kwigillingok,59.8712272644043,-163.17414855957,4,6,False,,4.5,,15.75,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Kwig Power Company - Residential', 72), ('Kwig Power Company - Commercial - Sm', 408), ('Kwig Power Company - Commercial - Lg', 595)]",,Kwigillingok,Kwigillingok CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
84,Mekoryok,60.3856887817383,-166.209686279297,4,6,False,,4.55000019073486,,12.539999961853,,,,,,0.0399999991059303,,702185,"MEKORYUK, AK","[('AVEC-Mekoryuk - Residential', 221), ('AVEC-Mekoryuk - Commercial - Sm', 319), ('AVEC-Mekoryuk - Commercial - Lg', 506)]",,Mekoryok,Mekoryuk city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
85,Napakiak,60.6920852661133,-161.975692749023,4,6,False,,4.32999992370605,,,,,,,,0.0399999991059303,,702190,"BETHEL AIRPORT, AK","[('Napakiak - Residential', 81), ('Napakiak - Commercial - Sm', 420), ('Napakiak - Commercial - Lg', 607)]",,Napakiak,Napakiak city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
86,Napaskiak,60.7067565917969,-161.757781982422,4,6,False,,6.40000009536743,,,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Napaskiak, Inc - Residential', 82), ('Napaskiak, Inc - Commercial - Sm', 421), ('Napaskiak, Inc - Commercial - Lg', 608)]",,Napaskiak,Napaskiak city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
87,Newtok,60.9377517700195,-164.63298034668,4,6,False,,6.71999979019165,,,,,,,,,,702186,"HOOPER BAY, AK","[('Unqusrag - Residential', 124), ('Unqusrag - Commercial - Sm', 466), ('Unqusrag - Commercial - Lg', 653)]",,Newtok,Newtok CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
88,Nightmute,60.4776077270508,-164.719848632813,4,6,False,,6.5,,,,,,,,0.0199999995529652,,702185,"MEKORYUK, AK","[('AVEC-Nightmute- Residential', 225), ('AVEC-Nightmute - Commercial - Sm', 323), ('AVEC-Nightmute - Commercial - Lg', 510)]",,Nightmute,Nightmute city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
89,Nunapitchuk,60.8963508605957,-162.460388183594,4,6,False,,5.15000009536743,,11.460000038147,,,,,,0.0399999991059303,,702190,"BETHEL AIRPORT, AK","[('AVEC-Nunapitchuk/Kasig - Residential', 229), ('AVEC-Nunapitchuk/Kasig - Commercial - Sm', 327), ('AVEC-Nunapitchuk/Kasig - Commercial - Lg', 514)]",,Nunapitchuk,Nunapitchuk city,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
90,Oscarville,60.7211456298828,-161.772888183594,4,6,False,13.0,5.90000009536743,,9.10000038146973,,,,,,,,702190,"BETHEL AIRPORT, AK","[('Bethel Utilities Corportion - Residential', 23), ('Bethel - Commercial - Sm', 350), ('Bethel  - Commercial - Lg', 537)]",,Oscarville,Oscarville CDP,Bethel Census Area,Calista,Affordable Energy Strategy Area,False,"[416.867554436, 363.900387399, 367.474233607, 340.637500374, 329.199580587, 303.281822536, 312.847173092, 327.95056333400004, 331.055017424, 357.597986677, 383.10692922699997, 407.825681832]"
